제품명(한글),수입일자,제조국,수출국,가격
신선양배추,1/12/2021,중국,중국,69
신선도라지,1/12/2021,중국,중국,28
신선더덕,1/12/2021,중국,중국,51
신선표고버섯,1/12/2021,중국,중국,42
깐도라지,1/12/2021,중국,중국,42
우엉,1/12/2021,중국,중국,87
마늘쫑(8KG),1/12/2021,중국,중국,10
깐도라지,1/12/2021,중국,중국,68
오렌지,1/12/2021,미국,미국,14
커피원두,1/12/2021,브라질,브라질,47
파인애플,1/12/2021,필리핀,필리핀,72
커피 생두,1/12/2021,브라질,브라질,59
바나나,1/12/2021,필리핀,필리핀,56
커피 생두,1/12/2021,브라질,브라질,11
깐도라지,1/12/2021,중국,중국,51
신선깐도라지,1/12/2021,중국,중국,13
신선깐도라지,1/12/2021,중국,중국,20
깐도라지,1/12/2021,중국,중국,79
신선깐도라지,1/12/2021,중국,중국,46
깐도라지,1/12/2021,중국,중국,77
깐도라지,1/12/2021,중국,중국,15
깐도라지,1/12/2021,중국,중국,84
냉동부추,1/11/2021,중국,중국,83
냉동대파,1/11/2021,중국,중국,44
냉동대파,1/11/2021,중국,중국,23
아몬드,1/11/2021,미국,미국,51
건조 커리잎,1/11/2021,스리랑카,스리랑카,41
마카다미아,1/11/2021,호주,호주,62
냉동 양파,1/11/2021,중국,중국,54
냉동 당근,1/11/2021,중국,중국,13
냉동 무,1/11/2021,중국,중국,96
냉동느타리버섯,1/11/2021,중국,중국,51
냉동당근,1/11/2021,중국,중국,77
냉동 단호박,1/11/2021,중국,중국,97
냉동 단호박,1/11/2021,중국,중국,52
냉동표고버섯,1/11/2021,중국,중국,78
냉동딸기,1/11/2021,칠레,칠레,1
적강낭콩,1/11/2021,미얀마,미얀마,94
호박꼬지,1/11/2021,중국,중국,22
캐슈넛,1/11/2021,베트남,베트남,11
여주,1/11/2021,베트남,베트남,66
흑후추,1/11/2021,오스트리아,오스트리아,82
냉동 브로컬리,1/11/2021,중국,중국,87
냉동 연근,1/11/2021,중국,중국,94
냉동 시금치,1/11/2021,중국,중국,20
냉동 블루베리,1/11/2021,캐나다,캐나다,96
냉동마늘,1/11/2021,중국,중국,87
냉동라임,1/11/2021,베트남,베트남,27
냉동대파 55mm,1/11/2021,중국,중국,6
계피,1/11/2021,베트남,베트남,97
스타아니스,1/11/2021,베트남,베트남,83
여주,1/11/2021,베트남,베트남,54
냉동당근,1/11/2021,중국,중국,56
냉동양파,1/11/2021,중국,중국,75
알땅콩,1/11/2021,중국,중국,75
냉동고추,1/11/2021,중국,중국,20
대두,1/11/2021,미국,미국,47
냉동홍고추,1/11/2021,중국,중국,44
들깨,1/11/2021,중국,중국,91
신선우엉,1/11/2021,중국,중국,22
건생강,1/11/2021,중국,중국,28
콩나물,1/11/2021,중국,중국,54
서리태,1/11/2021,중국,중국,75
진피,1/11/2021,중국,중국,65
"들깨(1,000kg)",1/11/2021,미얀마,미얀마,89
현미(장립종혼합),1/11/2021,인도,인도,62
활북방산개구리,1/11/2021,중국,중국,73
냉동홍고추,1/11/2021,중국,중국,50
감초,1/11/2021,우즈베키스탄,우즈베키스탄,60
냉동고추,1/11/2021,중국,중국,57
표고버섯,1/11/2021,중국,중국,40
커피원두,1/11/2021,브라질,브라질,69
베트남커피원두,1/11/2021,베트남,베트남,86
코코넛,1/11/2021,태국,태국,60
방울다다기 양배추,1/11/2021,벨기에,벨기에,39
아스파라거스,1/11/2021,페루,페루,57
아스파라거스,1/11/2021,페루,페루,60
아스파라거스,1/11/2021,페루,페루,3
앤다이브(프리셰),1/11/2021,스페인,벨기에,47
타임,1/11/2021,이스라엘,이스라엘,68
아스파라거스,1/11/2021,페루,페루,10
앤다이브(프리셰),1/11/2021,스페인,벨기에,86
방울다다기 양배추,1/11/2021,벨기에,벨기에,23
로즈마리,1/11/2021,이스라엘,이스라엘,29
아스파라거스 4KG,1/11/2021,페루,페루,36
타임,1/11/2021,이스라엘,이스라엘,30
바나나 꽃,1/11/2021,태국,태국,91
망고,1/11/2021,페루,페루,90
망고,1/11/2021,호주,호주,73
망고,1/11/2021,페루,페루,59
망고,1/11/2021,페루,페루,39
밀(씨앗),1/11/2021,미국,미국,80
백맥 8.5 PCT,1/11/2021,미국,미국,10
소맥,1/11/2021,미국,미국,63
적맥,1/11/2021,미국,미국,22
백맥,1/11/2021,미국,미국,26
강적맥,1/11/2021,미국,미국,81
백맥 10.5 PCT,1/11/2021,미국,미국,67
적맥,1/11/2021,미국,미국,55
밀(씨앗),1/11/2021,미국,미국,45
밀(씨앗),1/11/2021,미국,미국,89
진피,1/11/2021,중국,중국,71
과테말라 커피빈,1/11/2021,과테말라,독일,80
온두라스 커피빈,1/11/2021,온두라스,독일,88
예멘 커피빈,1/11/2021,예멘,독일,20
인도 커피빈,1/11/2021,인도,독일,36
에티오피아 커피빈,1/11/2021,에티오피아,독일,68
체리,1/11/2021,칠레,칠레,8
체리,1/11/2021,칠레,칠레,86
골드파인애플,1/11/2021,필리핀,필리핀,29
"바나나(열매,신선)",1/11/2021,에콰도르,에콰도르,47
마카다미아,1/11/2021,호주,호주,6
냉동 대파,1/11/2021,중국,중국,6
호두1/2태,1/11/2021,미국,미국,96
냉동부추,1/11/2021,중국,중국,11
건파,1/11/2021,중국,중국,52
건파,1/11/2021,중국,중국,82
건마늘,1/11/2021,중국,중국,31
커피원두,1/11/2021,케냐,케냐,94
바나나,1/11/2021,에콰도르,에콰도르,84
냉동홍고추,1/11/2021,중국,중국,74
냉동홍고추,1/11/2021,중국,중국,40
도토리,1/11/2021,중국,중국,89
하이비 아스파라거스 (5KG),1/11/2021,태국,태국,52
신선송로버섯,1/11/2021,이탈리아,이탈리아,96
커피원두,1/11/2021,콜롬비아,콜롬비아,26
커피 생두,1/11/2021,에티오피아,에티오피아,45
호밀,1/11/2021,캐나다,캐나다,15
커피원두,1/11/2021,탄자니아,탄자니아,44
유기농바나나,1/11/2021,페루,페루,54
국화,1/11/2021,중국,중국,11
익지인,1/11/2021,중국,중국,83
구기자나무 뿌리,1/11/2021,중국,중국,20
오가피,1/11/2021,중국,중국,60
냉동홍고추,1/11/2021,중국,중국,55
소맥,1/11/2021,미국,미국,91
소맥,1/11/2021,미국,미국,20
샬롯(10 KG),1/11/2021,태국,태국,13
갈랑갈,1/11/2021,태국,태국,14
레몬그라스,1/11/2021,태국,태국,92
파인애플,1/11/2021,필리핀,필리핀,4
피칸,1/11/2021,미국,미국,53
냉동다이스양파,1/11/2021,중국,중국,71
"바나나(13KG,2021.01.02)",1/11/2021,필리핀,필리핀,58
바나나,1/11/2021,인도네시아,인도네시아,70
냉동당근,1/11/2021,중국,중국,65
냉동부추,1/11/2021,중국,중국,10
깐도라지,1/11/2021,중국,중국,10
홍화자,1/11/2021,인도,인도,96
신선깐양파,1/11/2021,중국,중국,72
회향,1/11/2021,인도,인도,65
신선양배추,1/11/2021,중국,중국,20
"레몬그라스(줄기,신선)",1/11/2021,태국,태국,15
샬롯,1/11/2021,태국,태국,85
갈랑갈,1/11/2021,태국,태국,63
깐우엉,1/11/2021,중국,중국,8
건취나물,1/11/2021,중국,중국,65
완두콩 반태,1/11/2021,미국,미국,56
신선 표고버섯,1/11/2021,중국,중국,36
신선생강,1/11/2021,중국,중국,9
커피 생두,1/11/2021,케냐,네덜란드,87
강낭콩,1/11/2021,미국,캐나다,43
커피원두,1/11/2021,브라질,브라질,70
아몬드,1/11/2021,미국,미국,25
건생강,1/11/2021,중국,중국,32
가차이(10 KG),1/11/2021,태국,태국,30
핑거루트,1/11/2021,태국,태국,71
유기농 커피생두,1/11/2021,콜롬비아,콜롬비아,13
양상추,1/11/2021,대만,대만,60
들깨,1/11/2021,중국,중국,57
블루베리,1/11/2021,칠레,칠레,97
건조능이버섯,1/11/2021,중국,중국,70
건조생강,1/11/2021,중국,중국,34
냉동고추,1/11/2021,중국,중국,5
냉동홍고추,1/11/2021,중국,중국,24
우슬,1/11/2021,중국,중국,12
감초,1/11/2021,우즈베키스탄,우즈베키스탄,63
오렌지,1/11/2021,미국,미국,76
사인,1/11/2021,중국,중국,48
냉동고추,1/11/2021,중국,중국,63
대두,1/11/2021,미국,미국,53
커피원두,1/11/2021,에티오피아,지부티,12
"용과(RED, 3KG)",1/11/2021,베트남,베트남,66
건고추,1/11/2021,중국,중국,98
레몬,1/11/2021,미국,미국,26
커피생두,1/11/2021,브라질,브라질,95
용과,1/11/2021,베트남,베트남,81
계피,1/11/2021,베트남,베트남,43
"황기(뿌리,건조)",1/11/2021,중국,중국,34
당귀,1/11/2021,중국,중국,49
우슬,1/11/2021,중국,중국,27
백출/30KG,1/11/2021,중국,중국,68
표고버섯,1/11/2021,중국,중국,36
신선깐도라지,1/11/2021,중국,중국,59
깐도라지,1/11/2021,중국,중국,57
깐도라지,1/11/2021,중국,중국,25
히카마,1/11/2021,베트남,베트남,19
건조양파,1/11/2021,인도,인도,74
커피 생두,1/11/2021,브라질,브라질,29
망고,1/11/2021,태국,태국,69
커피 생두,1/11/2021,브라질,브라질,71
곶감,1/11/2021,중국,중국,93
블루베리,1/11/2021,칠레,칠레,38
블루베리,1/11/2021,칠레,칠레,89
블루베리,1/11/2021,칠레,칠레,16
망고,1/11/2021,태국,태국,89
망고,1/11/2021,태국,태국,22
오렌지,1/11/2021,미국,미국,56
신선우엉,1/11/2021,중국,중국,67
곶감,1/11/2021,중국,중국,67
망고,1/11/2021,태국,태국,6
파인애플(15KG),1/11/2021,필리핀,필리핀,6
망고,1/11/2021,태국,태국,81
바나나,1/11/2021,콜롬비아,콜롬비아,94
"망고(열매,신선)",1/11/2021,태국,태국,2
파인애플 (12KG),1/11/2021,필리핀,필리핀,72
레몬,1/11/2021,미국,미국,65
망고,1/11/2021,태국,태국,46
커피원두 (생두),1/11/2021,브라질,브라질,85
커피원두(생두),1/11/2021,브라질,브라질,38
커피원두(생두),1/11/2021,브라질,브라질,89
아스파라거스,1/11/2021,페루,페루,76
두리안,1/11/2021,태국,태국,65
프리제(FRISEE),1/11/2021,스페인,벨기에,29
엔다이브,1/11/2021,벨기에,벨기에,61
파스니프,1/11/2021,벨기에,벨기에,23
레드 엔다이브,1/11/2021,네덜란드,벨기에,72
펜넬,1/11/2021,이탈리아,벨기에,60
아스파라거스,1/11/2021,멕시코,미국,19
샬롯,1/11/2021,태국,태국,37
바나나 꽃,1/11/2021,태국,태국,23
갈랑갈,1/11/2021,태국,태국,57
아스파라거스,1/11/2021,페루,페루,86
샬롯,1/11/2021,태국,태국,83
망고,1/11/2021,페루,페루,35
망고,1/11/2021,페루,페루,87
신선 갈랑갈,1/11/2021,태국,태국,85
망고,1/11/2021,페루,페루,69
고추씨,1/11/2021,중국,중국,88
망고,1/11/2021,필리핀,필리핀,97
바나나,1/11/2021,필리핀,필리핀,68
바나나,1/11/2021,필리핀,필리핀,53
천궁,1/11/2021,중국,중국,13
아스파라거스,1/11/2021,에콰도르,미국,37
아스파라거스,1/11/2021,태국,태국,75
커피원두,1/11/2021,케냐,케냐,71
파인애플,1/11/2021,필리핀,필리핀,99
신선브로콜리,1/11/2021,중국,중국,83
레몬,1/11/2021,미국,미국,48
레몬,1/11/2021,미국,미국,1
코코넛,1/11/2021,태국,태국,68
신선당근,1/11/2021,중국,중국,15
신선당근,1/11/2021,중국,중국,79
초석잠/9KG,1/11/2021,중국,중국,20
신선당근,1/11/2021,중국,중국,57
호박씨,1/11/2021,중국,중국,28
커피원두,1/11/2021,브라질,브라질,42
브로콜리,1/11/2021,중국,중국,5
망고,1/11/2021,태국,태국,53
망고,1/11/2021,태국,태국,31
아스파라거스(6KG),1/11/2021,태국,태국,35
신선당근,1/11/2021,중국,중국,81
해바라기씨,1/11/2021,중국,중국,65
호박씨,1/11/2021,중국,중국,7
오렌지,1/11/2021,미국,미국,96
신선당근,1/11/2021,중국,중국,67
신선당근,1/11/2021,중국,중국,50
바나나,1/11/2021,페루,페루,54
신선당근,1/11/2021,중국,중국,46
차전자피,1/11/2021,인도,인도,49
오렌지,1/11/2021,미국,미국,93
오렌지,1/11/2021,미국,미국,16
쿨란트로,1/11/2021,태국,태국,34
신선깐마늘,1/11/2021,중국,중국,92
망고,1/11/2021,태국,태국,36
망고,1/11/2021,태국,태국,94
망고,1/11/2021,태국,태국,77
망고,1/11/2021,태국,태국,60
레몬그라스(10 KG),1/11/2021,태국,태국,36
바나나꽃,1/11/2021,태국,태국,29
냉동 대파,1/11/2021,중국,중국,4
건 무화과,1/11/2021,터키,독일,90
슬라이스 아몬드,1/11/2021,미국,미국,92
옥수수 (팝콘용),1/11/2021,미국,미국,27
코코넛,1/11/2021,베트남,베트남,31
커피원두,1/11/2021,브라질,브라질,57
커피원두,1/11/2021,탄자니아,탄자니아,82
커피원두,1/11/2021,코스타리카,코스타리카,68
커피 생두,1/11/2021,브라질,브라질,39
커피 생두,1/11/2021,브라질,브라질,75
석류,1/11/2021,미국,미국,26
망고,1/11/2021,태국,태국,52
망고(5kg),1/11/2021,태국,태국,86
신선양파,1/11/2021,중국,중국,24
냉동대파,1/11/2021,중국,중국,73
"파인애플(12KG,2021.01.02)",1/11/2021,필리핀,필리핀,32
"용과(WHITE, 5KG)",1/11/2021,베트남,베트남,6
인도네시아 로부스타 커피,1/11/2021,인도네시아,인도네시아,99
완두콩,1/11/2021,미국,미국,21
건조양파,1/11/2021,중국,중국,49
냉동단호박,1/11/2021,중국,중국,74
신선대파,1/11/2021,중국,중국,88
냉동대파,1/11/2021,중국,중국,58
냉동청피망,1/11/2021,중국,중국,27
깐도라지,1/11/2021,중국,중국,45
깐우엉,1/11/2021,중국,중국,72
마늘쫑(8KG),1/11/2021,중국,중국,33
깐도라지,1/11/2021,중국,중국,77
냉동부추,1/11/2021,중국,중국,53
냉동그린빈,1/11/2021,중국,중국,21
콜롬비아 커피생두(10kg),1/8/2021,콜롬비아,미국,79
과테말라 커피생두 (60kg),1/8/2021,과테말라,미국,89
에티오피아 커피생두(10kg),1/8/2021,에티오피아,미국,97
냉동대파,1/8/2021,중국,중국,95
냉동 패션후르츠,1/8/2021,베트남,베트남,63
냉동당근,1/8/2021,중국,중국,4
계피,1/8/2021,베트남,베트남,97
냉동피망,1/8/2021,중국,중국,98
냉동마늘,1/8/2021,중국,중국,95
깐호박씨(1kgx10봉),1/8/2021,중국,중국,21
캐슈넛,1/8/2021,베트남,베트남,85
건고추,1/8/2021,중국,중국,19
건조무화과(2kgx6봉),1/8/2021,터키,터키,76
호두,1/8/2021,미국,미국,84
냉동사토르,1/8/2021,인도네시아,인도네시아,75
커민씨드,1/8/2021,파키스탄,파키스탄,66
냉동양파,1/8/2021,중국,중국,92
냉동 양파,1/8/2021,중국,중국,28
커리 리브,1/8/2021,스리랑카,스리랑카,84
램프(판다누스),1/8/2021,스리랑카,스리랑카,11
냉동 당근,1/8/2021,중국,중국,50
냉동홍고추,1/8/2021,중국,중국,80
냉동홍고추,1/8/2021,중국,중국,69
감초,1/8/2021,중국,중국,73
"숙지황(뿌리,건조)",1/8/2021,중국,중국,2
건고추,1/8/2021,중국,중국,42
냉동고추,1/8/2021,중국,중국,18
냉동홍고추,1/8/2021,중국,중국,67
냉동홍고추,1/8/2021,중국,중국,81
황기,1/8/2021,중국,중국,18
길경,1/8/2021,중국,중국,77
포도,1/8/2021,페루,페루,8
포도,1/8/2021,페루,페루,3
포도,1/8/2021,페루,페루,60
커피원두,1/8/2021,인도,인도,27
커피원두,1/8/2021,에티오피아,에티오피아,98
포도,1/8/2021,페루,페루,82
망고,1/8/2021,페루,페루,1
목이버섯,1/8/2021,중국,중국,14
흰옥수수,1/8/2021,미국,미국,45
커피생두,1/8/2021,온두라스,독일,75
신선파파야,1/8/2021,필리핀,필리핀,95
호두,1/8/2021,미국,미국,92
호두,1/8/2021,미국,미국,13
커피 생두,1/8/2021,콜롬비아,콜롬비아,26
커피원두,1/8/2021,탄자니아,독일,61
커피원두,1/8/2021,과테말라,독일,30
메밀,1/8/2021,미국,미국,14
레몬,1/8/2021,미국,미국,54
기장,1/8/2021,호주,호주,96
커피 생두,1/8/2021,브라질,브라질,61
아몬드,1/8/2021,미국,미국,22
커피 생두,1/8/2021,에티오피아,에티오피아,73
커피 생두,1/8/2021,브라질,브라질,44
옥수수,1/8/2021,미국,미국,77
기장,1/8/2021,미국,미국,15
베트남커피원두,1/8/2021,베트남,베트남,53
커피원두,1/8/2021,탄자니아,탄자니아,72
냉동홍고추,1/8/2021,중국,중국,19
침향,1/8/2021,인도네시아,인도네시아,80
자몽,1/8/2021,이스라엘,이스라엘,92
자몽,1/8/2021,이스라엘,이스라엘,65
인도 커피원두,1/8/2021,인도,인도,81
인도 커피원두,1/8/2021,인도,인도,77
흰목이버섯,1/8/2021,중국,중국,49
흑목이버섯,1/8/2021,중국,중국,68
캐모마일,1/8/2021,이집트,이집트,33
레몬그라스,1/8/2021,베트남,베트남,78
용과,1/8/2021,베트남,베트남,96
백출,1/8/2021,중국,중국,39
호두,1/8/2021,미국,미국,76
커피원두,1/8/2021,에티오피아,에티오피아,32
냉동고추,1/8/2021,중국,중국,69
망고,1/8/2021,페루,페루,70
녹두,1/8/2021,중국,중국,77
녹두,1/8/2021,중국,중국,67
당귀,1/8/2021,중국,중국,12
감초,1/8/2021,중국,중국,21
당귀,1/8/2021,중국,중국,34
우슬,1/8/2021,중국,중국,85
진피,1/8/2021,중국,중국,48
창출,1/8/2021,중국,중국,34
신선 표고버섯,1/8/2021,중국,중국,42
커피생두,1/8/2021,콜롬비아,콜롬비아,2
커피생두,1/8/2021,콜롬비아,콜롬비아,53
대두,1/8/2021,미국,미국,82
건조생강,1/8/2021,중국,중국,4
냉동고추,1/8/2021,중국,중국,46
대두,1/8/2021,우크라이나,스웨덴,94
황기,1/8/2021,중국,중국,99
신선양파,1/8/2021,일본,일본,10
냉동홍고추,1/8/2021,중국,중국,90
망고,1/8/2021,페루,페루,84
냉동홍고추,1/8/2021,중국,중국,48
냉동고추,1/8/2021,베트남,베트남,6
"포도(열매,신선)",1/8/2021,페루,페루,2
"포도(열매,신선)",1/8/2021,페루,페루,82
커피원두,1/8/2021,에티오피아,에티오피아,64
냉동홍고추,1/8/2021,중국,중국,65
커피원두,1/8/2021,콜롬비아,콜롬비아,25
브라질넛,1/8/2021,페루,페루,46
바나나,1/8/2021,필리핀,필리핀,49
바나나,1/8/2021,필리핀,필리핀,37
바나나,1/8/2021,필리핀,필리핀,19
파인애플,1/8/2021,필리핀,필리핀,64
바나나,1/8/2021,필리핀,필리핀,86
냉동지구자,1/8/2021,중국,중국,57
신선당근,1/8/2021,중국,중국,12
지구자/23KG,1/8/2021,중국,중국,58
건고추,1/8/2021,중국,중국,72
자몽,1/8/2021,이스라엘,이스라엘,74
건강황,1/8/2021,인도네시아,인도네시아,44
신선양파,1/8/2021,중국,중국,81
커피원두(자바 콜롬비아 슈프리모),1/8/2021,콜롬비아,콜롬비아,77
망고,1/8/2021,태국,태국,60
망고,1/8/2021,태국,태국,30
"망고(열매,신선)",1/8/2021,태국,태국,47
망고,1/8/2021,태국,태국,91
망고,1/8/2021,태국,태국,89
블루베리,1/8/2021,칠레,칠레,7
망고,1/8/2021,베트남,베트남,24
건라임잎,1/8/2021,태국,태국,69
코코넛,1/8/2021,태국,태국,25
맥아,1/8/2021,독일,독일,29
마늘쫑,1/8/2021,중국,중국,71
바나나,1/8/2021,베트남,베트남,72
야자열매,1/8/2021,베트남,베트남,71
커피원두,1/8/2021,베트남,베트남,25
레몬그라스,1/8/2021,베트남,베트남,95
냉동 잭플룻,1/8/2021,베트남,베트남,26
완두콩,1/8/2021,미국,미국,43
"파스닙(뿌리,신선)",1/8/2021,벨기에,벨기에,53
셀러리악,1/8/2021,벨기에,벨기에,20
앤다이브(프리셰),1/8/2021,스페인,벨기에,7
"회향(열매,신선)",1/8/2021,이탈리아,벨기에,92
신선핑거루트,1/8/2021,태국,태국,49
신선 갈랑갈,1/8/2021,태국,태국,1
죽순,1/8/2021,태국,태국,50
레몬그래스,1/8/2021,태국,태국,82
아스파라거스(5KG),1/8/2021,페루,페루,12
바나나 꽃,1/8/2021,태국,태국,20
바나나,1/8/2021,베트남,베트남,43
고수씨,1/8/2021,인도,인도,63
커피원두,1/8/2021,콜롬비아,콜롬비아,47
커피원두,1/8/2021,콜롬비아,콜롬비아,36
호라산 밀,1/8/2021,캐나다,캐나다,36
기장,1/8/2021,호주,호주,46
참깨,1/8/2021,나이지리아,베트남,15
포도,1/8/2021,페루,페루,74
커피원두,1/8/2021,브라질,브라질,60
체리,1/8/2021,뉴질랜드,뉴질랜드,11
망고,1/8/2021,태국,태국,71
망고,1/8/2021,태국,태국,43
포도,1/8/2021,페루,페루,19
포도,1/8/2021,페루,페루,34
망고,1/8/2021,태국,태국,3
맥아,1/8/2021,독일,독일,69
아스파라거스,1/8/2021,태국,태국,71
바나나,1/8/2021,에콰도르,에콰도르,63
백출,1/8/2021,중국,중국,48
신선양배추,1/8/2021,중국,중국,50
커피원두,1/8/2021,콜롬비아,콜롬비아,60
산초,1/8/2021,중국,중국,99
신선당근,1/8/2021,중국,중국,71
루이보스,1/8/2021,남아프리카 공화국,남아프리카 공화국,87
지실,1/8/2021,중국,중국,22
"바나나(13KG,2020.12.16)",1/8/2021,베트남,베트남,3
건조 무,1/8/2021,중국,중국,41
포도,1/8/2021,페루,페루,33
고추씨(15kg),1/8/2021,인도,베트남,58
헤즐너트,1/8/2021,터키,터키,94
신선우엉,1/7/2021,중국,중국,88
"영지버섯(자실체,건조)",1/7/2021,중국,중국,17
신선양배추,1/7/2021,중국,중국,36
건조 작두콩꼬투리,1/7/2021,인도네시아,인도네시아,1
아스파라거스,1/7/2021,에콰도르,미국,86
당근,1/7/2021,중국,중국,20
결명자,1/7/2021,중국,중국,16
해바라기씨,1/7/2021,불가리아,불가리아,66
브로콜리,1/7/2021,중국,중국,88
기장,1/7/2021,중국,중국,66
신선브로콜리,1/7/2021,중국,중국,68
깐도라지,1/7/2021,중국,중국,68
깐도라지,1/7/2021,중국,중국,24
신선마늘쫑,1/7/2021,중국,중국,87
신선생강,1/7/2021,중국,중국,95
신선우엉,1/7/2021,중국,중국,48
아보카도,1/7/2021,칠레,칠레,75
커피원두,1/7/2021,브라질,브라질,16
냉동 호박,1/7/2021,중국,중국,46
옥수수(씨앗),1/7/2021,인도,인도,43
옥수수(씨앗),1/7/2021,인도,인도,11
옥수수(씨앗),1/7/2021,인도,인도,44
건조그물버섯,1/7/2021,이탈리아,이탈리아,86
망고,1/7/2021,페루,페루,24
망고,1/7/2021,페루,페루,86
아보카도,1/7/2021,멕시코,멕시코,28
클로브,1/7/2021,코모로,인도,6
커피원두(생두),1/7/2021,에티오피아,에티오피아,55
커피원두(생두),1/7/2021,에티오피아,에티오피아,85
대두,1/7/2021,캐나다,캐나다,44
레몬,1/7/2021,미국,미국,49
옥수수,1/7/2021,브라질,브라질,71
옥수수,1/7/2021,브라질,브라질,33
옥수수,1/7/2021,브라질,브라질,35
신선 표고버섯,1/7/2021,중국,중국,5
신선당근(10KG),1/7/2021,중국,중국,62
동부콩,1/7/2021,미얀마,미얀마,50
아보카도,1/7/2021,멕시코,멕시코,99
커피원두,1/7/2021,브라질,브라질,49
신선 밤,1/7/2021,중국,중국,9
망고,1/7/2021,태국,태국,15
망고,1/7/2021,호주,호주,12
망고,1/7/2021,호주,호주,10
망고,1/7/2021,호주,호주,63
체리,1/7/2021,칠레,칠레,34
체리,1/7/2021,칠레,칠레,84
아스파라거스(5KG),1/7/2021,페루,페루,25
브루셀스프라우트(방울다다기 양배추),1/7/2021,벨기에,벨기에,66
브루셀스프라우트(방울다다기 양배추),1/7/2021,벨기에,벨기에,73
신선더덕,1/7/2021,중국,중국,71
냉동홍고추,1/7/2021,중국,중국,73
망고,1/7/2021,페루,페루,99
포도,1/7/2021,페루,페루,86
백출,1/7/2021,중국,중국,42
커피원두 (24KG),1/7/2021,콜롬비아,콜롬비아,22
커피원두(콜롬비아 슈프리모),1/7/2021,콜롬비아,콜롬비아,53
베트남 로부스타 커피,1/7/2021,베트남,베트남,11
맥아,1/7/2021,캐나다,캐나다,35
양상추,1/7/2021,중국,중국,77
건조양파,1/7/2021,중국,중국,57
바나나,1/7/2021,필리핀,필리핀,67
포도,1/7/2021,페루,페루,9
녹두,1/7/2021,미국,미국,54
신선당근,1/7/2021,중국,중국,82
포도,1/7/2021,페루,페루,24
포도,1/7/2021,페루,페루,66
바나나,1/7/2021,필리핀,필리핀,64
망고,1/7/2021,태국,태국,65
바나나,1/7/2021,콜롬비아,콜롬비아,38
리크,1/7/2021,벨기에,벨기에,14
펜넬,1/7/2021,이탈리아,벨기에,25
앤다이브(프리셰),1/7/2021,스페인,벨기에,91
방울다다기 양배추,1/7/2021,벨기에,벨기에,31
앤다이브(레드),1/7/2021,네덜란드,벨기에,94
셀러리악,1/7/2021,네덜란드,벨기에,25
레몬그라스,1/7/2021,태국,태국,8
바나나꽃,1/7/2021,태국,태국,24
송로버섯,1/7/2021,이탈리아,이탈리아,87
갈랑갈,1/7/2021,태국,태국,33
망고,1/7/2021,베트남,베트남,57
바나나꽃,1/7/2021,태국,태국,67
갈랑갈,1/7/2021,태국,태국,57
레몬그라스,1/7/2021,태국,태국,92
아스파라거스,1/7/2021,페루,페루,56
핑거루트,1/7/2021,태국,태국,52
방울다다기 양배추,1/7/2021,벨기에,벨기에,34
앤다이브(프리셰),1/7/2021,스페인,벨기에,64
체리,1/7/2021,칠레,칠레,91
체리,1/7/2021,칠레,칠레,71
피스타치오,1/7/2021,미국,미국,15
냉동홍고추,1/7/2021,중국,중국,92
냉동편마늘,1/7/2021,중국,중국,5
냉동홍고추,1/7/2021,중국,중국,22
냉동홍고추,1/7/2021,중국,중국,19
냉동홍고추,1/7/2021,중국,중국,18
신선당근,1/7/2021,중국,중국,44
들깨,1/7/2021,중국,중국,35
타임,1/7/2021,이스라엘,이스라엘,88
건능이버섯,1/7/2021,중국,중국,44
냉동홍고추,1/7/2021,중국,중국,8
냉동홍고추,1/7/2021,베트남,베트남,90
냉동고추,1/7/2021,중국,중국,7
냉동홍고추,1/7/2021,중국,중국,19
우슬/12KG,1/7/2021,중국,중국,97
수수,1/7/2021,중국,중국,10
바나나,1/7/2021,멕시코,멕시코,4
체리,1/7/2021,칠레,칠레,2
라임,1/7/2021,멕시코,멕시코,67
호박씨,1/7/2021,중국,중국,39
망고,1/7/2021,태국,태국,77
망고,1/7/2021,태국,태국,37
커피생두,1/7/2021,콜롬비아,콜롬비아,28
망고,1/7/2021,태국,태국,63
핑거루트,1/7/2021,태국,태국,69
망고,1/7/2021,베트남,베트남,39
냉동홍고추,1/7/2021,중국,중국,84
커피원두,1/7/2021,과테말라,과테말라,97
건조 카피르라임잎,1/7/2021,인도네시아,인도네시아,1
아보카도,1/7/2021,멕시코,멕시코,62
아스파라거스,1/7/2021,태국,태국,40
신선당근,1/7/2021,중국,중국,30
신선당근,1/7/2021,중국,중국,71
신선대파,1/7/2021,중국,중국,21
망고,1/7/2021,페루,페루,34
포도,1/7/2021,페루,페루,55
신선당근,1/7/2021,중국,중국,55
신선당근,1/7/2021,중국,중국,70
신선밤,1/7/2021,중국,중국,15
신선 양배추,1/7/2021,중국,중국,1
신선양배추,1/7/2021,중국,중국,94
신선양상추,1/7/2021,중국,중국,74
신선마늘쫑,1/7/2021,중국,중국,56
신선양파,1/7/2021,중국,중국,53
신선당근,1/7/2021,중국,중국,82
신선양파,1/7/2021,중국,중국,83
자몽,1/7/2021,이스라엘,이스라엘,85
망고,1/7/2021,페루,페루,54
망고,1/7/2021,페루,페루,88
커피생두,1/7/2021,과테말라,과테말라,50
커피생두,1/7/2021,콜롬비아,독일,67
망고,1/7/2021,페루,페루,79
커피원두,1/7/2021,브라질,브라질,81
